obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
361.247,361.2470,3100,8.9e+07,B+,3472.68,31146.68,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 4D*,1/2,,T5181,L3475,
361.478,361.4775,240,,,16120.72,43777.07,4d8.(1G).5s,a 2G,7/2,4d8.(1G).5p,x 2F*,5/2,,,L3475,
362.046,362.0449,200,8.4e+06,B,7791.23,35404.24,4d8.(3F).5s,a 2F,5/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
362.659,362.6589,1800,,,9221.22,36787.48,4d8.(3P).5s,a 4P,5/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
362.780,362.7801,95,,,11968.23,39525.28,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,y 2D*,3/2,,,L3475,
363.951,363.9512,310,,,11006.05,38474.43,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,y 4D*,1/2,,,L3475,
365.487,365.4873,350,6.0e+06,C+,5690.97,33043.91,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 2G*,7/2,,T5181,L3475,
365.799,365.7985,8200,8.8e+07,B+,1529.97,28859.64,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4D*,5/2,,T5181,L3475,
366.186,366.1869,280,,,16120.72,43421.40,4d8.(1G).5s,a 2G,7/2,4d8.(1D).5p,x 2D*,5/2,,,L3475,
366.622,366.6216,1300,8.4e+06,C+,2598.03,29866.34,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4F*,7/2,,T5181,L3475,
366.691,366.6910,180,,,11968.23,39231.38,4d8.(3P).5s,a 2P,3/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
367.476,367.4761,140,,,11006.05,38210.96,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,z 2P*,3/2,,,L3475,
368.104,368.1036,560,,,11968.23,39126.76,4d8.(3P).5s,a 2P,3/2,,6*,5/2,,,L3475,
369.070,369.0701,1900,3.23e+07,B+,3309.86,30397.27,4d9,a 2D,5/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
369.236,369.2358,9400,9.1e+07,B+,0.00,27075.26,4d8.(3F).5s,a 4F,9/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
369.495,369.4951,60,,,13520.69,40576.95,4d8.(1D).5s,b 2D,5/2,4d8.(1D).5p,y 2F*,5/2,,,L3475,
369.552,369.5519,940,,,16017.94,43070.04,4d8.(1G).5s,a 2G,9/2,4d8.(1G).5p,z 2H*,11/2,,,L3475,
369.826,369.8257,280,,,11006.05,38038.12,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
369.860,369.8595,380,,,16017.94,43047.54,4d8.(1G).5s,a 2G,9/2,,16*,7/2,,,L3475,
370.091,370.0907,7600,3.9e+07,B,1529.97,28542.69,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4G*,9/2,,T5181,L3475,
371.302,371.3021,940,8.2e+06,B+,3472.68,30397.27,4d8.(3F).5s,a 4F,3/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
371.343,371.3434,60,,,16120.72,43042.31,4d8.(1G).5s,a 2G,7/2,,15*,9/2,,,L3475,
371.483,371.4827,45,,,9221.22,36132.72,4d8.(3P).5s,a 4P,5/2,,1*,7/2,,,L3475,
372.494,372.4944,16,,,11968.23,38806.64,4d8.(3P).5s,a 2P,3/2,,5*,1/2,,,L3475,
373.528,373.5281,650,,,13520.69,40284.83,4d8.(1D).5s,b 2D,5/2,4d8.(1D).5p,y 2F*,7/2,,,L3475,
373.727,373.7272,420,,,11968.23,38718.11,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,y 2D*,5/2,,,L3475,
374.417,374.4170,420,,,11968.23,38668.83,4d8.(3P).5s,a 2P,3/2,,4*,3/2,,,L3475,
374.822,374.8207,1200,,,10313.41,36985.25,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
375.412,375.4126,240,,,13974.73,40604.52,4d8.(3P).5s,a 2P,1/2,4d8.(3P).5p,z 2S*,1/2,,,L3475,
375.427,375.4273,380,,,13974.73,40603.48,4d8.(3P).5s,a 2P,1/2,4d8.(1S).5p,x 2P*,3/2,,,L3475,
375.558,375.5583,490,,,5657.97,32277.43,4d9,a 2D,3/2,4d8.(3F).5p,z 4F*,3/2,,,L3475,
376.040,376.0402,1000,,,5657.97,32243.32,4d9,a 2D,3/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
376.508,376.5075,2300,,,5690.97,32243.32,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
376.997,376.9979,490,,,14382.19,40900.00,4d8.(1D).5s,b 2D,3/2,4d8.(3P).5p,z 4S*,3/2,,,L3475,
377.572,377.5713,70,,,16017.94,42495.48,4d8.(1G).5s,a 2G,9/2,,14*,7/2,,,L3475,
377.813,377.8129,380,,,13520.69,39981.30,4d8.(1D).5s,b 2D,5/2,,9*,5/2,,,L3475,
378.847,378.8475,1000,1.37e+07,B,5657.97,32046.32,4d9,a 2D,3/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
379.218,379.2180,1300,,,11006.05,37368.62,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,z 2P*,1/2,,,L3475,
379.322,379.3219,3800,4.2e+07,B,5690.97,32046.32,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
379.931,379.9318,4900,5.5e+07,B+,5690.97,32004.01,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
380.592,380.5920,760,,,13520.69,39788.09,4d8.(1D).5s,b 2D,5/2,,8*,5/2,,,L3475,
380.676,380.6759,1300,6.2e+06,C+,2598.03,28859.64,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4D*,5/2,,T5181,L3475,
380.950,380.9498,45,,,11968.23,38210.96,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,z 2P*,3/2,,,L3475,
381.245,381.2462,95,,,14382.19,40604.52,4d8.(1D).5s,b 2D,3/2,4d8.(3P).5p,z 2S*,1/2,,,L3475,
381.501,381.5021,470,,,16120.72,42325.46,4d8.(1G).5s,a 2G,7/2,,13*,9/2,,,L3475,
381.647,381.6474,760,,,14382.19,40576.95,4d8.(1D).5s,b 2D,3/2,4d8.(1D).5p,y 2F*,5/2,,,L3475,
381.819,381.8186,1300,5.8e+07,B+,9221.22,35404.24,4d8.(3P).5s,a 4P,5/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
382.226,382.2260,3800,8.6e+07,B,7791.23,33946.34,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
382.848,382.8478,2300,6.2e+07,B,9221.22,35333.85,4d8.(3P).5s,a 4P,5/2,4d8.(3P).5p,z 4P*,5/2,,T5181,L3475,
383.389,383.3884,2000,5.7e+07,B,7791.23,33867.04,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
383.475,383.4755,45,,,11968.23,38038.12,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
385.652,385.6513,5900,5.9e+07,C+,5690.97,31613.78,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 2G*,9/2,,T5181,L3475,
387.001,387.0018,490,,,16120.72,41953.07,4d8.(1G).5s,a 2G,7/2,,12*,9/2,,,L3475,
387.239,387.2390,70,6.7e+05,D+,5657.97,31474.50,4d9,a 2D,3/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
387.734,387.7346,380,3.7e+06,C+,5690.97,31474.50,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
388.834,388.8331,70,,,13520.69,39231.38,4d8.(1D).5s,b 2D,5/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
390.422,390.4218,29,,,13520.69,39126.76,4d8.(1D).5s,b 2D,5/2,,6*,5/2,,,L3475,
391.283,391.2820,23,,,3309.86,28859.64,4d9,a 2D,5/2,4d8.(3F).5p,z 4D*,5/2,,,L3475,
391.351,391.3508,120,2.5e+05,D,1529.97,27075.26,4d8.(3F).5s,a 4F,7/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
392.219,392.2195,240,6.2e+06,C+,5657.97,31146.68,4d9,a 2D,3/2,4d8.(3F).5p,z 4D*,1/2,,T5181,L3475,
393.423,393.4224,2000,1.57e+07,C+,5690.97,31101.75,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
393.498,393.4980,45,,,14382.19,39788.09,4d8.(1D).5s,b 2D,3/2,,8*,5/2,,,L3475,
393.584,393.5833,50,,,11968.23,37368.62,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,z 2P*,1/2,,,L3475,
394.272,394.2710,590,7.2e+07,B+,10313.41,35669.50,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,z 4P*,1/2,,T5181,L3475,
395.824,395.8233,95,,,13974.73,39231.38,4d8.(3P).5s,a 2P,1/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
395.886,395.8856,3800,5.4e+07,B,7791.23,33043.91,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 2G*,7/2,,T5181,L3475,
397.531,397.5313,380,,,13520.69,38668.83,4d8.(1D).5s,b 2D,5/2,,4*,3/2,,,L3475,
398.440,398.4393,240,1.09e+07,B+,10313.41,35404.24,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
399.561,399.5602,240,4.6e+06,C+,10313.41,35333.85,4d8.(3P).5s,a 4P,3/2,4d8.(3P).5p,z 4P*,5/2,,T5181,L3475,
399.615,399.6149,380,,,11968.23,36985.25,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
402.314,402.3139,120,,,14382.19,39231.38,4d8.(1D).5s,b 2D,3/2,4d8.(1D).5p,y 2P*,3/2,,,L3475,
404.841,404.8407,60,,,13974.73,38668.83,4d8.(3P).5s,a 2P,1/2,,4*,3/2,,,L3475,
404.904,404.9035,23,,,13520.69,38210.96,4d8.(1D).5s,b 2D,5/2,4d8.(3P).5p,z 2P*,3/2,,,L3475,
405.344,405.3438,40,2.8e+06,C+,11006.05,35669.50,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,z 4P*,1/2,,T5181,L3475,
405.634,405.6337,23,9.5e+05,C,9221.22,33867.04,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
407.757,407.7580,70,,,13520.69,38038.12,4d8.(1D).5s,b 2D,5/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
408.278,408.2780,560,1.43e+07,C+,7791.23,32277.43,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4F*,3/2,,T5181,L3475,
408.428,408.4277,19,,,2598.03,27075.26,4d8.(3F).5s,a 4F,5/2,4d8.(3F).5p,z 4D*,7/2,,,L3475,
408.779,408.7784,45,,,16120.72,40576.95,4d8.(1G).5s,a 2G,7/2,4d8.(1D).5p,y 2F*,5/2,,,L3475,
408.850,408.8476,60,,,7791.23,32243.32,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
409.752,409.7508,140,6.9e+06,B,11006.05,35404.24,4d8.(3P).5s,a 4P,1/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
410.749,410.7492,45,,,14787.87,39126.76,4d7.5s2,b 4F,7/2,,6*,5/2,,,L3475,
411.633,411.6329,70,,,14382.19,38668.83,4d8.(1D).5s,b 2D,3/2,,4*,3/2,,,L3475,
411.968,411.9679,120,,,16017.94,40284.83,4d8.(1G).5s,a 2G,9/2,4d8.(1D).5p,y 2F*,7/2,,,L3475,
412.168,412.1683,1100,9.8e+06,C+,7791.23,32046.32,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
412.887,412.8886,1500,1.72e+07,B,7791.23,32004.01,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
413.527,413.5275,2100,1.01e+07,C+,5690.97,29866.34,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4F*,7/2,,T5181,L3475,
415.437,415.4343,240,,,12723.07,36787.48,4d7.5s2,b 4F,9/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
419.650,419.6496,330,3.8e+06,C+,9221.22,33043.91,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 2G*,7/2,,T5181,L3475,
420.662,420.6613,70,,,3309.86,27075.26,4d9,a 2D,5/2,4d8.(3F).5p,z 4D*,7/2,,,L3475,
421.114,421.1133,3300,1.62e+07,C+,5690.97,29430.86,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4F*,9/2,,T5181,L3475,
423.020,423.0193,29,,,10313.41,33946.34,4d8.(3P).5s,a 4P,3/2,4d8.(3F).5p,z 2F*,5/2,,,L3475,
424.444,424.4435,40,6.5e+05,C,10313.41,33867.04,4d8.(3P).5s,a 4P,3/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
427.343,427.3418,60,,,13974.73,37368.62,4d8.(3P).5s,a 2P,1/2,4d8.(3P).5p,z 2P*,1/2,,,L3475,
427.860,427.8588,60,9.2e+05,C+,11968.23,35333.85,4d8.(3P).5s,a 2P,3/2,4d8.(3P).5p,z 4P*,5/2,,T5181,L3475,
428.871,428.8702,820,6.1e+06,C+,7791.23,31101.75,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
429.677,429.6763,70,,,13520.69,36787.48,4d8.(1D).5s,b 2D,5/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
434.244,434.2432,23,,,9221.22,32243.32,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
437.304,437.3035,45,1.7e+06,C+,11006.05,33867.04,4d8.(3P).5s,a 4P,1/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
437.480,437.4809,4200,1.64e+07,B,5690.97,28542.69,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4G*,9/2,,T5181,L3475,
437.992,437.9911,95,2.5e+06,C+,9221.22,32046.32,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
443.332,443.3318,23,,,16118.69,38668.83,4d7.5s2,b 4F,5/2,,4*,3/2,,,L3475,
449.247,449.2459,35,4.5e+05,D+,9221.22,31474.50,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4F*,5/2,,T5181,L3475,
450.378,450.3773,29,,,14787.87,36985.25,4d7.5s2,b 4F,7/2,4d8.(3P).5p,y 4D*,5/2,,,L3475,
452.872,452.8719,23,1.4e+06,C,7791.23,29866.34,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4F*,7/2,,T5181,L3475,
454.427,454.4261,16,,,14787.87,36787.48,4d7.5s2,b 4F,7/2,4d8.(3P).5p,y 4D*,7/2,,,L3475,
454.873,454.8707,35,5.e+05,D,11968.23,33946.34,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 2F*,5/2,,T5181,L3475,
455.164,455.1625,40,4.0e+06,C,10313.41,32277.43,4d8.(3P).5s,a 4P,3/2,4d8.(3F).5p,z 4F*,3/2,,T5181,L3475,
456.089,456.0884,19,,,16118.69,38038.12,4d7.5s2,b 4F,5/2,4d8.(3P).5p,y 4D*,3/2,,,L3475,
456.519,456.5179,16,1.08e+06,C,11968.23,33867.04,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
456.900,456.8993,130,1.03e+06,C,9221.22,31101.75,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
457.131,,14,,,,,,,,,,,,,L3475,
460.812,460.8115,29,2.0e+06,C+,13974.73,35669.50,4d8.(3P).5s,a 2P,1/2,4d8.(3P).5p,z 4P*,1/2,,T5181,L3475,
461.991,,14,,,,,,,,,,,,,L3475,
464.318,464.3181,23,,,16943.50,38474.43,4d7.5s2,b 4F,3/2,4d8.(3P).5p,y 4D*,1/2,,,L3475,
467.503,467.5022,150,6.4e+05,D+,5690.97,27075.26,4d8.(3F).5s,a 2F,7/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
472.100,472.0995,19,3.4e+05,D+,9221.22,30397.27,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
474.511,474.5116,70,5.2e+05,D+,7791.23,28859.64,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4D*,5/2,,T5181,L3475,
475.558,475.5580,12,6.0e+05,C,14382.19,35404.24,4d8.(1D).5s,b 2D,3/2,4d8.(3P).5p,z 4P*,3/2,,T5181,L3475,
481.049,481.0482,23,,,27075.26,47857.39,4d8.(3F).5p,z 4D*,7/2,,4,9/2,,,L3475,
484.243,484.2407,21,1.6e+05,D,9221.22,29866.34,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4F*,7/2,,T5181,L3475,
484.399,484.3991,45,,,27075.26,47713.63,4d8.(3F).5p,z 4D*,7/2,,1,7/2,,,L3475,
485.163,,60,,,,,,,,,,,,,L3475,
,486.5773,,4.2e+05,D+,14787.87,35333.85,4d7.5s2,b 4F,7/2,4d8.(3P).5p,z 4P*,5/2,,T5181,,
496.371,496.3703,60,3.0e+06,C+,11006.05,31146.68,4d8.(3P).5s,a 4P,1/2,4d8.(3F).5p,z 4D*,1/2,,T5181,L3475,
497.775,497.7734,60,9.8e+05,C,10313.41,30397.27,4d8.(3P).5s,a 4P,3/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
497.918,497.9164,40,1.0e+06,C,11968.23,32046.32,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 2D*,5/2,,T5181,L3475,
508.552,,14,,,,,,,,,,,,,L3475,
509.063,509.0640,70,5.0e+05,D+,9221.22,28859.64,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4D*,5/2,,T5181,L3475,
512.069,512.0679,23,3.1e+05,D+,13520.69,33043.91,4d8.(1D).5s,b 2D,5/2,4d8.(3F).5p,z 2G*,7/2,,T5181,L3475,
513.076,513.0763,19,4.3e+05,D+,14382.19,33867.04,4d8.(1D).5s,b 2D,3/2,4d8.(3F).5p,z 2D*,3/2,,T5181,L3475,
515.554,515.5537,60,9.8e+05,C,11006.05,30397.27,4d8.(3P).5s,a 4P,1/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
515.709,515.7090,14,,,28542.69,47928.07,4d8.(3F).5p,z 4G*,9/2,,7,9/2,,,L3475,
515.869,515.8681,40,,,28859.64,48239.04,4d8.(3F).5p,z 4D*,5/2,,8,5/2,,,L3475,
517.597,517.5962,60,,,28542.69,47857.39,4d8.(3F).5p,z 4G*,9/2,,4,9/2,,,L3475,
517.727,517.7249,12,,,32046.32,51356.22,4d8.(3F).5p,z 2D*,5/2,,21,7/2,,,L3475,
518.419,518.4194,35,1.6e+05,D,7791.23,27075.26,4d8.(3F).5s,a 2F,5/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
519.314,519.3130,95,,,28542.69,47793.54,4d8.(3F).5p,z 4G*,9/2,,2,11/2,,,L3475,
520.695,520.6791,16,,,32277.43,51477.77,4d8.(3F).5p,z 4F*,3/2,,23,"5/2,7/2",,,L3475,
521.152,521.1506,16,,,31101.75,50284.72,4d8.(3F).5p,z 4G*,7/2,,16,7/2,,,L3475,
521.273,521.2734,19,5.9e+05,D+,11968.23,31146.68,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 4D*,1/2,,T5181,L3475,
521.479,521.4776,16,,,28542.69,47713.63,4d8.(3F).5p,z 4G*,9/2,,1,7/2,,,L3475,
522.266,522.2655,19,,,32277.43,51419.45,4d8.(3F).5p,z 4F*,3/2,,22,"3/2,5/2",,,L3475,
523.062,523.0612,19,,,32243.32,51356.22,4d8.(3F).5p,z 4G*,5/2,,21,7/2,,,L3475,
523.716,523.7147,45,,,31101.75,50190.80,4d8.(3F).5p,z 4G*,7/2,,11,"7/2,9/2",,,L3475,
523.780,,9,,,,,,,,,,,,,L3475,
526.927,526.9262,14,,,28859.64,47832.35,4d8.(3F).5p,z 4D*,5/2,,3,5/2?,,,L3475,
528.012,528.0116,11w,,,31474.50,50408.21,4d8.(3F).5p,z 4F*,5/2,,18,5/2,,,L3475,
529.214,529.2135,14,3.7e+05,D,12723.07,31613.78,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 2G*,9/2,,T5181,L3475,
531.479,531.4780,14,,,31474.50,50284.72,4d8.(3F).5p,z 4F*,5/2,,16,7/2,,,L3475,
532.974,532.9738,40w,,,29104.71,47862.14,4d8.(3F).5p,z 4G*,11/2,,5,"9/2,11/2",,,L3475,
533.108,533.1088,14w,,,29104.71,47857.39,4d8.(3F).5p,z 4G*,11/2,,4,9/2,,,L3475,
534.931,534.9302,9,,,29104.71,47793.54,4d8.(3F).5p,z 4G*,11/2,,2,11/2,,,L3475,
535.440,535.4428,130,,,31613.78,50284.72,4d8.(3F).5p,z 2G*,9/2,,16,7/2,,,L3475,
535.647,535.6465,23,,,31613.78,50277.62,4d8.(3F).5p,z 2G*,9/2,,15,"7/2,9/2",,,L3475,
537.910,537.9072,45,,,31613.78,50199.18,4d8.(3F).5p,z 2G*,9/2,,12,11/2,,,L3475,
539.044,539.0433,95,1.0e+06,D+,10313.41,28859.64,4d8.(3P).5s,a 4P,3/2,4d8.(3F).5p,z 4D*,5/2,,T5181,L3475,
540.473,540.4718,23w,,,29430.86,47928.07,4d8.(3F).5p,z 4F*,9/2,,7,9/2,,,L3475,
542.407,542.4051,60w,,,29430.86,47862.14,4d8.(3F).5p,z 4F*,9/2,,5,"9/2,11/2",,,L3475,
542.472,542.4711,19,5.e+05,E,11968.23,30397.27,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 4D*,3/2,,T5181,L3475,
542.545,542.5450,19w,,,29430.86,47857.39,4d8.(3F).5p,z 4F*,9/2,,4,9/2,,,L3475,
543.958,543.9575,12,,,12723.07,31101.75,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4G*,7/2,,,L3475,
544.136,544.1346,12w,,,29866.34,48239.04,4d8.(3F).5p,z 4F*,7/2,,8,5/2,,,L3475,
544.432,544.4315,9w,,,29430.86,47793.54,4d8.(3F).5p,z 4F*,9/2,,2,11/2,,,L3475,
544.523,,35w,,,,,,,,,,,,,L3475,
546.811,546.8111,23w,,,29430.86,47713.63,4d8.(3F).5p,z 4F*,9/2,,1,7/2,,,L3475,
547.085,547.0852,35w,,,32004.01,50277.62,4d8.(3F).5p,z 2F*,7/2,,15,"7/2,9/2",,,L3475,
547.612,547.6118,12,,,14787.87,33043.91,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 2G*,7/2,,,L3475,
548.142,548.1414,12,,,32046.32,50284.72,4d8.(3F).5p,z 2D*,5/2,,16,7/2,,,L3475,
548.423,548.4229,16,,,32004.01,50233.05,4d8.(3F).5p,z 2F*,7/2,,14,7/2,,,L3475,
550.465,550.4651,9,,,32046.32,50207.73,4d8.(3F).5p,z 2D*,5/2,,13,5/2,,,L3475,
553.504,553.5031,29,,,29866.34,47928.07,4d8.(3F).5p,z 4F*,7/2,,7,9/2,,,L3475,
554.458,554.4593,21l,,,29866.34,47896.92,4d8.(3F).5p,z 4F*,7/2,,6,7/2,,,L3475,
559.942,559.9419,160,1.3e+06,E,9221.22,27075.26,4d8.(3P).5s,a 4P,5/2,4d8.(3F).5p,z 4D*,7/2,,T5181,L3475,
560.771,560.7707,7,,,16118.69,33946.34,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 2F*,5/2,,,L3475,
560.835,560.8346,16,,,16120.72,33946.34,4d8.(1G).5s,a 2G,7/2,4d8.(3F).5p,z 2F*,5/2,,,L3475,
563.277,563.2763,5,,,16118.69,33867.04,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 2D*,3/2,,,L3475,
565.962,565.9620,9,,,14382.19,32046.32,4d8.(1D).5s,b 2D,3/2,4d8.(3F).5p,z 2D*,5/2,,,L3475,
568.638,568.6361,40,5.e+05,E,13520.69,31101.75,4d8.(1D).5s,b 2D,5/2,4d8.(3F).5p,z 4G*,7/2,,T5181,L3475,
570.247,570.2459,9w,,,33946.34,51477.77,4d8.(3F).5p,z 2F*,5/2,,23,"5/2,7/2",,,L3475,
572.730,572.7281,6,,,14787.87,32243.32,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
579.266,579.2657,29,,,14787.87,32046.32,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 2D*,5/2,,,L3475,
579.579,579.5750,9,,,25820.80,43070.04,4d7.5s2,b 2G,9/2,4d8.(1G).5p,z 2H*,11/2,,,L3475,
580.334,580.3320,9,,,25820.80,43047.54,4d7.5s2,b 2G,9/2,,16*,7/2,,,L3475,
580.691,580.6893,40,1.1e+06,E,14787.87,32004.01,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 2F*,7/2,,T5181,L3475,
582.184,582.1836,6,,,13974.73,31146.68,4d8.(3P).5s,a 2P,1/2,4d8.(3F).5p,z 4D*,1/2,,,L3475,
583.158,583.1576,35,,,12723.07,29866.34,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
590.731,590.7292,7*,,,16943.50,33867.04,4d7.5s2,b 4F,3/2,4d8.(3F).5p,z 2D*,3/2,,,L3475,
590.731,590.7414,7*,,,16120.72,33043.91,4d8.(1G).5s,a 2G,7/2,4d8.(3F).5p,z 2G*,7/2,,,L3475,
591.854,591.8529,9,,,11968.23,28859.64,4d8.(3P).5s,a 2P,3/2,4d8.(3F).5p,z 4D*,5/2,,,L3475,
594.146,594.1424,7,,,31101.75,47928.07,4d8.(3F).5p,z 4G*,7/2,,7,9/2,,,L3475,
598.360,598.3575,130,2.1e+06,D,12723.07,29430.86,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4F*,9/2,,T5181,L3475,
599.119,599.1162,9,,,14787.87,31474.50,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4F*,5/2,,,L3475,
610.272,610.2706,35,,,12723.07,29104.71,4d7.5s2,b 4F,9/2,4d8.(3F).5p,z 4G*,11/2,,,L3475,
611.615,611.6143,6,,,13520.69,29866.34,4d8.(1D).5s,b 2D,5/2,4d8.(3F).5p,z 4F*,7/2,,,L3475,
612.806,612.8054,8,,,14787.87,31101.75,4d7.5s2,b 4F,7/2,4d8.(3F).5p,z 4G*,7/2,,,L3475,
618.689,618.6889,8,,,16118.69,32277.43,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4F*,3/2,,,L3475,
619.999,619.9977,14,,,16118.69,32243.32,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 4G*,5/2,,,L3475,
625.372,625.3716,16,,,16017.94,32004.01,4d8.(1G).5s,a 2G,9/2,4d8.(3F).5p,z 2F*,7/2,,,L3475,
627.666,627.6662,5,,,16118.69,32046.32,4d7.5s2,b 4F,5/2,4d8.(3F).5p,z 2D*,5/2,,,L3475,
