obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""343.9347""","=""343.9346""","=""6g""","=""""",,"=""0.000""","=""29066.96""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p2""","=""4P""","=""3/2""",,"=""""","=""L4737""",
"=""344.3640""","=""344.3640""","=""9g""","=""""",,"=""112.061""","=""29142.78""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p2""","=""4P""","=""5/2""",,"=""""","=""L4737""",
"=""344.4865""","=""344.4863""","=""6g""","=""""",,"=""0.000""","=""29020.41""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p2""","=""4P""","=""1/2""",,"=""""","=""L4737""",
"=""345.2657""","=""345.2658""","=""2g""","=""""",,"=""112.061""","=""29066.96""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p2""","=""4P""","=""3/2""",,"=""""","=""L4737""",
"=""345.8216""","=""345.8145""","=""6g*""","=""""",,"=""44168.847""","=""73077.8""","=""3s2.5d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L4737""",
"=""345.8216""","=""345.8218""","=""6g*""","=""""",,"=""112.061""","=""29020.41""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p2""","=""4P""","=""1/2""",,"=""""","=""L4737""",
"=""346.980""","=""346.9722""","=""1""","=""""",,"=""44166.398""","=""72978.9""","=""3s2.5d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L3514""",
"=""347.9806""","=""347.98083""","=""5""","=""""",,"=""38933.968""","=""67662.959""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""348.2628""","=""348.26300""","=""5""","=""""",,"=""38929.413""","=""67635.128""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""393.1996""","=""393.19962""","=""5""","=""""",,"=""42237.783""","=""67662.959""","=""3s2.4d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""393.5677""","=""393.56789""","=""4""","=""""",,"=""42233.742""","=""67635.128""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""394.40058""","=""394.40060""","=""24g""","=""4.99e+07""",B+,"=""0.000""","=""25347.756""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.4s""","=""2S""","=""1/2""",,"=""c40,T7070""","=""L4737""",
"=""396.15200""","=""396.15201""","=""26g""","=""9.85e+07""",B+,"=""112.061""","=""25347.756""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4s""","=""2S""","=""1/2""",,"=""c40""","=""L4737""",
"=""425.512""","=""425.5188""","=""2""","=""""",,"=""44168.847""","=""67662.959""","=""3s2.5d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L3514""",
"=""510.7520""","=""510.7517""","=""6""","=""""",,"=""25347.756""","=""44921.287""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""""","=""L4737""",
"=""510.7943""","=""510.7940""","=""4""","=""""",,"=""25347.756""","=""44919.666""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""""","=""L4737""",
"=""555.7063""","=""555.7059""","=""10""","=""2.30e+05""",C,"=""25347.756""","=""43337.889""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""555.7948""","=""555.7944""","=""8""","=""2.29e+05""",C,"=""25347.756""","=""43335.024""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""669.6015""","=""669.6018""","=""13""","=""1.00e+06""",C+,"=""25347.756""","=""40277.883""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""669.8673""","=""669.8667""","=""11""","=""1.00e+06""",C+,"=""25347.756""","=""40271.978""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.5p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""678.52""","=""678.4242""","=""1""","=""""",,"=""32436.796""","=""[47172.77]""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.10f""","=""2F*""","=""7/2""",,"=""""","=""L7415""",
"=""""","=""690.5638""","=""""","=""1.08e+06""",D,"=""32435.453""","=""[46912.38]""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""690.6279""","=""""","=""7.69e+04""",E,"=""32436.796""","=""[46912.38]""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""690.64""","=""690.6279""","=""3""","=""1.15e+06""",C,"=""32436.796""","=""[46912.38]""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.9f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L7415""",
"=""708.3968""","=""708.3969""","=""5""","=""1.54e+06""",C+,"=""32435.453""","=""46547.942""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""""","=""708.4643""","=""""","=""1.10e+05""",E,"=""32436.796""","=""46547.942""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""708.4644""","=""708.4643""","=""6""","=""1.65e+06""",C+,"=""32436.796""","=""46547.942""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L4737""",
"=""""","=""732.7472""","=""""","=""3.66e+05""",D,"=""32949.807""","=""46593.32""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""733.5645""","=""""","=""4.37e+05""",C,"=""32965.639""","=""46593.95""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""733.5985""","=""""","=""7.28e+04""",E,"=""32965.639""","=""46593.32""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""736.1568""","=""736.1568""","=""8""","=""2.32e+06""",C+,"=""32435.453""","=""46015.774""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""""","=""736.2296""","=""""","=""1.66e+05""",D,"=""32436.796""","=""46015.774""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""736.2297""","=""736.2296""","=""9""","=""2.49e+06""",C+,"=""32436.796""","=""46015.774""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L4737""",
"=""755.4162""","=""755.4164""","=""1""","=""""",,"=""32949.807""","=""46183.895""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""""","=""L4737""",
"=""756.3214""","=""756.3212""","=""3""","=""""",,"=""32965.639""","=""46183.895""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.9s""","=""2S""","=""1/2""",,"=""""","=""L4737""",
"=""760.6159""","=""760.6162""","=""5""","=""4.36e+05""",D,"=""32949.807""","=""46093.424""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""761.4820""","=""761.4820""","=""7""","=""5.20e+05""",C,"=""32965.639""","=""46094.312""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""761.5339""","=""761.5335""","=""1""","=""8.68e+04""",E,"=""32965.639""","=""46093.424""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""783.5309""","=""783.5309""","=""11""","=""3.71e+06""",B,"=""32435.453""","=""45194.681""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""783.6134""","=""783.6134""","=""12*""","=""2.65e+05""",C+,"=""32436.796""","=""45194.681""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""783.6134""","=""783.6134""","=""12*""","=""3.97e+06""",B+,"=""32436.796""","=""45194.681""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L4737""",
"=""799.3048""","=""799.3045""","=""5""","=""""",,"=""32949.807""","=""45457.244""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""""","=""L4737""",
"=""800.3186""","=""800.3175""","=""7""","=""""",,"=""32965.639""","=""45457.244""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""""","=""L4737""",
"=""806.5968""","=""806.5969""","=""6""","=""4.42e+05""",C+,"=""32949.807""","=""45344.165""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""807.5353""","=""807.5353""","=""8""","=""5.28e+05""",C+,"=""32965.639""","=""45345.594""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""807.6289""","=""807.6285""","=""2""","=""8.81e+04""",C,"=""32965.639""","=""45344.165""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""877.2866""","=""877.2871""","=""13""","=""6.47e+06""",B+,"=""32435.453""","=""43831.101""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""877.3896""","=""877.3902""","=""14*""","=""6.95e+06""",B+,"=""32436.796""","=""43831.105""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L4737""",
"=""877.3896""","=""877.3905""","=""14*""","=""4.62e+05""",C+,"=""32436.796""","=""43831.101""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""882.8909""","=""882.8903""","=""8""","=""6.72e+05""",C,"=""32949.807""","=""44273.133""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""884.1277""","=""884.1265""","=""10""","=""1.34e+06""",C,"=""32965.639""","=""44273.133""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""891.2900""","=""891.2918""","=""7""","=""2.28e+05""",C+,"=""32949.807""","=""44166.398""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""892.3555""","=""892.3565""","=""9""","=""2.73e+05""",C+,"=""32965.639""","=""44168.847""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""892.5504""","=""892.5516""","=""4""","=""4.54e+04""",C,"=""32965.639""","=""44166.398""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""908.9906""","=""908.9906""","=""5""","=""""",,"=""56636.933""","=""67635.128""","=""3s.3p2""","=""2P""","=""1/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""913.9950""","=""913.9948""","=""6""","=""""",,"=""56724.980""","=""67662.959""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L4737""",
"=""916.3261""","=""916.3264""","=""2""","=""""",,"=""56724.980""","=""67635.128""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L4737""",
"=""1076.8363""","=""1076.8345""","=""8""","=""1.37e+05""",C+,"=""32949.807""","=""42233.742""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""1078.2046""","=""1078.2039""","=""9""","=""1.64e+05""",C+,"=""32965.639""","=""42237.783""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",,"=""u36,LS""","=""L4737""",
"=""1078.6770""","=""1078.6740""","=""4""","=""2.73e+04""",C,"=""32965.639""","=""42233.742""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""3/2""",,"=""u36,LS""","=""L4737""",
"=""1087.2975""","=""1087.2966""","=""10""","=""1.33e+06""",C+,"=""32949.807""","=""42144.411""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""1089.1733""","=""1089.1720""","=""11""","=""2.64e+06""",B,"=""32965.639""","=""42144.411""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.6s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L4737""",
"=""1125.3189""","=""1125.3189""","=""630""","=""1.30e+07""",A,"=""32435.453""","=""41319.390""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""1125.4926""","=""1125.4881""","=""440d*""","=""1.39e+07""",A,"=""32436.796""","=""41319.398""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""1125.4926""","=""1125.4891""","=""440d*""","=""9.26e+05""",B,"=""32436.796""","=""41319.390""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.4f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""1274.7671""","=""1274.7663""","=""8""","=""6.32e+03""",D,"=""32435.453""","=""40277.883""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""1274.9909""","=""1274.9846""","=""13d""","=""5.67e+04""",C+,"=""32436.796""","=""40277.883""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.5p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""1275.7275""","=""1275.7268""","=""17""","=""6.29e+04""",C+,"=""32435.453""","=""40271.978""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.5p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""1312.2304""","=""""","=""1.05e+05""",C,"=""38929.413""","=""46547.942""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""1312.3378""","=""1312.3417+""","=""71000""","=""""",,"=""25347.756""","=""32965.639""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""1312.3416""","=""1312.3417""","=""171000hfs""","=""1.60e+07""",A,"=""25347.756""","=""32965.639""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""c40""","=""L10321c150""",
"=""1312.3443""","=""1312.3417+""","=""100000""","=""""",,"=""25347.756""","=""32965.639""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""3/2""",,"=""""","=""L10321c14""",
"=""""","=""1313.0155""","=""""","=""7.46e+03""",E,"=""38933.968""","=""46547.942""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1313.0155""","=""""","=""1.12e+05""",C,"=""38933.968""","=""46547.942""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""1315.0708""","=""1315.0748+""","=""36300""","=""""",,"=""25347.756""","=""32949.807""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""1/2""",,"=""""","=""L10321c14""",
"=""1315.0753""","=""1315.0748""","=""86300hfs""","=""1.59e+07""",A,"=""25347.756""","=""32949.807""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""1/2""",,"=""c40""","=""L10321c150""",
"=""1315.0786""","=""1315.0748+""","=""50000""","=""""",,"=""25347.756""","=""32949.807""","=""3s2.4s""","=""2S""","=""1/2""","=""3s2.4p""","=""2P*""","=""1/2""",,"=""""","=""L10321c14""",
"=""1382.3859""","=""1382.388""","=""3""","=""1.11e+05""",C,"=""37689.407""","=""44921.287""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""1382.698""","=""""","=""1.11e+05""",D,"=""37689.407""","=""44919.666""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""1410.776""","=""""","=""1.22e+05""",C,"=""38929.413""","=""46015.774""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1411.683""","=""""","=""1.30e+05""",C+,"=""38933.968""","=""46015.774""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
"=""""","=""1411.683""","=""""","=""8.70e+03""",E,"=""38933.968""","=""46015.774""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1581.510""","=""""","=""6.45e+04""",C,"=""40271.978""","=""46593.32""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""1582.831""","=""""","=""7.72e+04""",C,"=""40277.883""","=""46593.95""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1582.989""","=""""","=""1.28e+04""",E,"=""40277.883""","=""46593.32""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.8d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""1595.6622""","=""1595.665""","=""3""","=""1.12e+05""",C+,"=""38929.413""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""1596.814""","=""1596.826+""","=""3""","=""""",,"=""38933.968""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""""","=""L10321c14""",
"=""1596.824""","=""1596.826+""","=""3""","=""""",,"=""38933.968""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""""","=""L10321c14""",
"=""1596.825""","=""1596.826""","=""9hfs""","=""1.20e+05""",C+,"=""38933.968""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L10321c150""",
"=""""","=""1596.826""","=""""","=""7.97e+03""",C,"=""38933.968""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
"=""1596.837""","=""1596.826+""","=""3""","=""""",,"=""38933.968""","=""45194.681""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""""","=""L10321c14""",
"=""""","=""1668.471""","=""""","=""7.16e+03""",E,"=""38929.413""","=""44921.287""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""1668.923""","=""""","=""7.13e+04""",D,"=""38929.413""","=""44919.666""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""""",
"=""""","=""1669.741""","=""""","=""6.42e+04""",C,"=""38933.968""","=""44921.287""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.7p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""""",
"=""1671.8974""","=""1671.894""","=""11500""","=""9.89e+06""",A,"=""32949.807""","=""38929.413""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.nd""","=""y 2D""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""1675.0429""","=""1675.053+""","=""13200""","=""""",,"=""32965.639""","=""38933.968""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""1675.0460""","=""1675.053+""","=""11500""","=""""",,"=""32965.639""","=""38933.968""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""1675.0520""","=""1675.053""","=""43600hfs""","=""1.18e+07""",A,"=""32965.639""","=""38933.968""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""u36,LS""","=""L10321c150""",
"=""1675.0600""","=""1675.053+""","=""10000""","=""""",,"=""32965.639""","=""38933.968""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""1675.0642""","=""1675.053+""","=""8900""","=""""",,"=""32965.639""","=""38933.968""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""5/2""",,"=""""","=""L10321c14""",
"=""1676.3369""","=""1676.333""","=""2300""","=""1.96e+06""",B+,"=""32965.639""","=""38929.413""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.nd""","=""y 2D""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""1717.317""","=""""","=""6.04e+04""",C,"=""40271.978""","=""46093.424""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""1718.799""","=""""","=""7.22e+04""",C,"=""40277.883""","=""46094.312""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1719.061""","=""""","=""1.20e+04""",D,"=""40277.883""","=""46093.424""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.7d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""1769.9051""","=""1769.904""","=""65""","=""3.30e+05""",B,"=""37689.407""","=""43337.889""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""3/2""",,"=""u36,LS""","=""L6693""",
"=""1770.8036""","=""1770.802""","=""30""","=""3.30e+05""",C+,"=""37689.407""","=""43335.024""","=""3s2.5s""","=""2S""","=""1/2""","=""3s2.6p""","=""2P*""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""1928.015""","=""1928.015""","=""1""","=""1.83e+05""",C+,"=""40271.978""","=""45457.244""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""1930.213""","=""1930.213""","=""3""","=""3.65e+05""",C+,"=""40277.883""","=""45457.244""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.8s""","=""2S""","=""1/2""",,"=""u36,LS""","=""L6693""",
"=""""","=""1970.998""","=""""","=""2.93e+04""",C+,"=""40271.978""","=""45344.165""","=""3s2.5p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
"=""""","=""1972.739""","=""""","=""3.51e+04""",C+,"=""40277.883""","=""45345.594""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",,"=""u36,LS""","=""""",
"=""""","=""1973.295""","=""""","=""5.84e+03""",C,"=""40277.883""","=""45344.165""","=""3s2.5p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",,"=""u36,LS""","=""""",
obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2040.113""","=""2040.114""","=""4""","=""1.72e+04""",C+,"=""38929.413""","=""43831.101""","=""3s2.nd""","=""y 2D""","=""3/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L6693""",
"=""2042.000""","=""2042.009""","=""4*""","=""1.84e+04""",C+,"=""38933.968""","=""43831.105""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""2042.013""","=""2042.011+""","=""3*""","=""""",,"=""38933.968""","=""43831.101""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""2042.02""","=""2042.011""","=""6hfs""","=""1.23e+03""",C,"=""38933.968""","=""43831.101""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""L10321c150""",
"=""2042.029""","=""2042.011+""","=""3*""","=""""",,"=""38933.968""","=""43831.101""","=""3s2.nd""","=""y 2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",,"=""""","=""L10321c14""",
"=""2109.884""","=""2109.883""","=""4700""","=""3.00e+06""",B+,"=""32949.807""","=""37689.407""","=""3s2.4p""","=""2P*""","=""1/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T7365""","=""L6693""",
"=""2116.958""","=""2116.954""","=""12000""","=""6.00e+06""",B+,"=""32965.639""","=""37689.407""","=""3s2.4p""","=""2P*""","=""3/2""","=""3s2.5s""","=""2S""","=""1/2""",,"=""T7365""","=""L6693""",
"=""2121.396""","=""2121.394""","=""2*""","=""6.40e+05""",B,"=""41319.390""","=""46033.271""","=""3s2.4f""","=""2F*""","=""5/2""","=""3s2.7g""","=""2G""","=""7/2""",,"=""u36,LS""","=""L6693""",
"=""2121.396""","=""2121.398""","=""2*""","=""7.32e+05""",B,"=""41319.398""","=""46033.271""","=""3s2.4f""","=""2F*""","=""7/2""","=""3s2.7g""","=""2G""","=""9/2""",,"=""u36,LS""","=""L6693""",
