Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Leading percentages,Reference
3s2.3p.(2P*<3/2>).14s<1/2>,"(3/2,1/2)*",2,5,,65287.04,,,                                           ,L5815
3s2.3p.(2P*<3/2>).14s<1/2>,"(3/2,1/2)*",1,3,,65291.26,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65295.03,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65307.30,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65311.78,,,                                           ,L5815
3s2.3p.(2P*<1/2>).16d<3/2>,"(1/2,3/2)*",1,3,,65316.57,,,                                           ,L5815
3s2.3p.(2P*<1/2>).18s<1/2>,"(1/2,1/2)*",0,1,,65324.68,,,                                           ,L5815
3s2.3p.(2P*<1/2>).18s<1/2>,"(1/2,1/2)*",1,3,,65325.82,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65330.38,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65349.50,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65349.72,,,                                           ,L5815
3s2.3p.(2P*<1/2>).17d<3/2>,"(1/2,3/2)*",1,3,,65365.05,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65368.23,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65369.94,,,                                           ,L5815
3s2.3p.(2P*<1/2>).19s<1/2>,"(1/2,1/2)*",1,3,,65372.80,,,                                           ,L5815
3s2.3p.(2P*<1/2>).19s<1/2>,"(1/2,1/2)*",0,1,,65372.98,,,                                           ,L5815
3s2.3p.(2P*<3/2>).13d<5/2>,"(3/2,5/2)*",1,3,,65378.02,,,                                           ,L5815
3s2.3p.(2P*<3/2>).13d<5/2>,"(3/2,5/2)*",3,7,,65379.19,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65382.18,,,                                           ,L5815
3s2.3p.(2P*<3/2>).13d<3/2>,"(3/2,3/2)*",1,3,,65388.96,,,                                           ,L5815
3s2.3p.(2P*<3/2>).13d<3/2>,"(3/2,3/2)*",0,1,,65390.89,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65393.91,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15s<1/2>,"(3/2,1/2)*",2,5,,65396.73,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15s<1/2>,"(3/2,1/2)*",1,3,,65399.60,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65402.24,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65407.15,,,                                           ,L5815
3s2.3p.(2P*<1/2>).18d<3/2>,"(1/2,3/2)*",1,3,,65407.72,,,                                           ,L5815
3s2.3p.(2P*<1/2>).20s<1/2>,"(1/2,1/2)*",0,1,,65413.38,,,                                           ,L5815
3s2.3p.(2P*<1/2>).20s<1/2>,"(1/2,1/2)*",1,3,,65414.0,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65423.14,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65433.14,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65433.17,,,                                           ,L5815
3s2.3p.(2P*<1/2>).19d<3/2>,"(1/2,3/2)*",1,3,,65441.93,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65446.05,,,                                           ,L5815
3s2.3p.(2P*<1/2>).21s<1/2>,"(1/2,1/2)*",0,1,,65447.45,,,                                           ,L5815
3s2.3p.(2P*<1/2>).21s<1/2>,"(1/2,1/2)*",1,3,,65447.6,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65453.23,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65460.22,,,                                           ,L5815
3s2.3p.(2P*<3/2>).14d<5/2>,"(3/2,5/2)*",1,3,,65468.0,,,                                           ,L5815
3s2.3p.(2P*<3/2>).14d<5/2>,"(3/2,5/2)*",3,7,,65471.53,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65469.78,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65470.7,,,                                           ,L5815
3s2.3p.(2P*<1/2>).20d<3/2>,"(1/2,3/2)*",1,3,,65472.0,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65478.35,,,                                           ,L5815
3s2.3p.(2P*<3/2>).14d<3/2>,"(3/2,3/2)*",1,3,,65478.35,,,                                           ,L5815
3s2.3p.(2P*<3/2>).14d<3/2>,"(3/2,3/2)*",0,1,,65479.14,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16s<1/2>,"(3/2,1/2)*",2,5,,65483.96,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16s<1/2>,"(3/2,1/2)*",1,3,,65486.67,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65488.40,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65494.05,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65496.59,,,                                           ,L5815
3s2.3p.(2P*<1/2>).21d<3/2>,"(1/2,3/2)*",1,3,,65497.91,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65506.81,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65514.3,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65514.3,,,                                           ,L5815
3s2.3p.(2P*<1/2>).22d<3/2>,"(1/2,3/2)*",1,3,,65519.93,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65522.63,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65528.19,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65532.0,,,                                           ,L5815
3s2.3p.(2P*<1/2>).23d<3/2>,"(1/2,3/2)*",1,3,,65539.72,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65539.81,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65539.99,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15d<5/2>,"(3/2,5/2)*",1,3,,65541.20,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15d<5/2>,"(3/2,5/2)*",3,7,,65543.02,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65545.28,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15d<3/2>,"(3/2,3/2)*",1,3,,65549.05,,,                                           ,L5815
3s2.3p.(2P*<3/2>).15d<3/2>,"(3/2,3/2)*",0,1,,65550.33,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65551.13,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17s<1/2>,"(3/2,1/2)*",2,5,,65554.50,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17s<1/2>,"(3/2,1/2)*",1,3,,65557.35,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65554.77,,,                                           ,L5815
3s2.3p.(2P*<1/2>).24d<3/2>,"(1/2,3/2)*",1,3,,65555.69,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65557.07,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65565.03,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65568.83,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65569.53,,,                                           ,L5815
3s2.3p.(2P*<1/2>).25d<3/2>,"(1/2,3/2)*",1,3,,65571.35,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65575.9,,,                                           ,L5815
3s2.3p.nd,*,2,5,[,65580.7,],,                                           ,L5815
3s2.3p.nd,*,3,7,[,65580.9,],,                                           ,L5815
3s2.3p.(2P*<1/2>).26d<3/2>,"(1/2,3/2)*",1,3,,65584.8,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65586.30,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65590.06,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65592.12,,,                                           ,L5815
3s2.3p.(2P*<1/2>).27d<3/2>,"(1/2,3/2)*",1,3,,65596.21,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65597.05,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65597.73,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65601.9,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16d<5/2>,"(3/2,5/2)*",1,3,,65601.9,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16d<5/2>,"(3/2,5/2)*",3,7,,65602.64,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65605.56,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65606.56,,,                                           ,L5815
3s2.3p.(2P*<1/2>).28d<3/2>,"(1/2,3/2)*",1,3,,65608.44,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16d<3/2>,"(3/2,3/2)*",1,3,,65608.44,,,                                           ,L5815
3s2.3p.(2P*<3/2>).16d<3/2>,"(3/2,3/2)*",0,1,,65608.63,,,                                           ,L5815
3s2.3p.nd,*,2,5,[,65609.1,],,                                           ,L5815
3s2.3p.(2P*<3/2>).18s<1/2>,"(3/2,1/2)*",2,5,,65612.24,,,                                           ,L5815
3s2.3p.(2P*<3/2>).18s<1/2>,"(3/2,1/2)*",1,3,,65613.95,,,                                           ,L5815
3s2.3p.nd,*,2,5,[,65613.3,],,                                           ,L5815
3s2.3p.nd,*,3,7,,65615.61,,,                                           ,L5815
3s2.3p.(2P*<1/2>).29d<3/2>,"(1/2,3/2)*",1,3,,65616.3,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65616.84,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65621.6,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65623.93,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65624.28,,,                                           ,L5815
3s2.3p.(2P*<1/2>).30d<3/2>,"(1/2,3/2)*",1,3,,65625.2,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65628.3,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65630.9,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65630.9,,,                                           ,L5815
3s2.3p.(2P*<1/2>).31d<3/2>,"(1/2,3/2)*",1,3,,65633.15,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65634.5,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65637.1,,,                                           ,L5815
3s2.3p.nd,*,3,7,[,65637.9,],,                                           ,L5815
3s2.3p.(2P*<1/2>).32d<3/2>,"(1/2,3/2)*",1,3,,65640.16,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65640.7,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65642.79,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65644.03,,,                                           ,L5815
3s2.3p.(2P*<1/2>).33d<3/2>,"(1/2,3/2)*",1,3,,65646.6,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65646.99,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65647.43,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65649.95,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17d<5/2>,"(3/2,5/2)*",1,3,,65651.30,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17d<5/2>,"(3/2,5/2)*",3,7,,65652.39,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65652.19,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65652.39,,,                                           ,L5815
3s2.3p.(2P*<1/2>).34d<3/2>,"(1/2,3/2)*",1,3,,65652.4,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65654.15,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17d<3/2>,"(3/2,3/2)*",1,3,,65656.3,,,                                           ,L5815
3s2.3p.(2P*<3/2>).17d<3/2>,"(3/2,3/2)*",0,1,,65657.24,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65656.33,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65657.50,,,                                           ,L5815
3s2.3p.(2P*<1/2>).35d<3/2>,"(1/2,3/2)*",1,3,,65658.0,,,                                           ,L5815
3s2.3p.nd,*,2,5,[,65658.6,],,                                           ,L5815
3s2.3p.(2P*<3/2>).19s<1/2>,"(3/2,1/2)*",2,5,,65660.26,,,                                           ,L5815
3s2.3p.(2P*<3/2>).19s<1/2>,"(3/2,1/2)*",1,3,,65662.00,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65660.9,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65662.00,,,                                           ,L5815
3s2.3p.(2P*<1/2>).36d<3/2>,"(1/2,3/2)*",1,3,[,65662.7,],,                                           ,L5815
3s2.3p.nd,*,2,5,,65662.80,,,                                           ,L5815
3s2.3p.nd,*,2,5,[,65665.4,],,                                           ,L5815
3s2.3p.nd,*,3,7,,65666.8,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65667.2,,,                                           ,L5815
3s2.3p.(2P*<1/2>).37d<3/2>,"(1/2,3/2)*",1,3,,65667.26,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65669.8,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65670.71,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65670.91,,,                                           ,L5815
3s2.3p.(2P*<1/2>).38d<3/2>,"(1/2,3/2)*",1,3,,65671.4,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65672.98,,,                                           ,L5815
3s2.3p.nd,*,3,7,[,65674.4,],,                                           ,L5815
3s2.3p.(2P*<1/2>).39d<3/2>,"(1/2,3/2)*",1,3,,65675.30,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65678.0,,,                                           ,L5815
3s2.3p.(2P*<1/2>).40d<3/2>,"(1/2,3/2)*",1,3,,65678.99,,,                                           ,L5815
3s2.3p.nd,*,3,7,[,65681.1,],,                                           ,L5815
3s2.3p.(2P*<1/2>).41d<3/2>,"(1/2,3/2)*",1,3,,65682.2,,,                                           ,L5815
3s2.3p.nd,*,3,7,[,65683.7,],,                                           ,L5815
3s2.3p.(2P*<1/2>).42d<3/2>,"(1/2,3/2)*",1,3,[,65685.2,],,                                           ,L5815
3s2.3p.nd,*,3,7,,65686.5,,,                                           ,L5815
3s2.3p.(2P*<1/2>).43d<3/2>,"(1/2,3/2)*",1,3,,65688.15,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65688.72,,,                                           ,L5815
3s2.3p.(2P*<1/2>).44d<3/2>,"(1/2,3/2)*",1,3,,65690.9,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65691.07,,,                                           ,L5815
3s2.3p.(2P*<3/2>).18d<5/2>,"(3/2,5/2)*",1,3,,65693.00,,,                                           ,L5815
3s2.3p.(2P*<3/2>).18d<5/2>,"(3/2,5/2)*",3,7,,65693.90,,,                                           ,L5815
3s2.3p.nd,*,3,7,[,65693.2,],,                                           ,L5815
3s2.3p.nd,*,2,5,,65695.2,,,                                           ,L5815
3s2.3p.nd,*,3,7,,65695.74,,,                                           ,L5815
3s2.3p.(2P*<3/2>).18d<3/2>,"(3/2,3/2)*",1,3,,65697.47,,,                                           ,L5815
3s2.3p.(2P*<3/2>).18d<3/2>,"(3/2,3/2)*",0,1,,65697.58,,,                                           ,L5815
3s2.3p.(2P*<3/2>).20s<1/2>,"(3/2,1/2)*",1,3,,65701.56,,,                                           ,L5815
3s2.3p.(2P*<3/2>).19d<5/2>,"(3/2,5/2)*",1,3,,65728.30,,,                                           ,L5815
3s2.3p.(2P*<3/2>).19d<5/2>,"(3/2,5/2)*",3,7,,65728.86,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65730.40,,,                                           ,L5815
3s2.3p.(2P*<3/2>).19d<3/2>,"(3/2,3/2)*",1,3,,65732.27,,,                                           ,L5815
3s2.3p.(2P*<3/2>).19d<3/2>,"(3/2,3/2)*",0,1,,65732.30,,,                                           ,L5815
3s2.3p.(2P*<3/2>).21s<1/2>,"(3/2,1/2)*",1,3,,65736.06,,,                                           ,L5815
Si II (3p 2P*<1/2>),Limit,---,,,65747.76,,0.25,                                           ,L5815
3s2.3p.(2P*<3/2>).20d<5/2>,"(3/2,5/2)*",3,7,,65758.86,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65760.50,,,                                           ,L5815
3s2.3p.(2P*<3/2>).20d<3/2>,"(3/2,3/2)*",1,3,,65761.36,,,                                           ,L5815
3s2.3p.(2P*<3/2>).22s<1/2>,"(3/2,1/2)*",1,3,,65764.03,,,                                           ,L5815
3s2.3p.(2P*<3/2>).21d<5/2>,"(3/2,5/2)*",3,7,,65784.65,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65786.0,,,                                           ,L5815
3s2.3p.(2P*<3/2>).21d<3/2>,"(3/2,3/2)*",1,3,,65786.90,,,                                           ,L5815
3s2.3p.(2P*<3/2>).23s<1/2>,"(3/2,1/2)*",1,3,,65789.56,,,                                           ,L5815
3s2.3p.(2P*<3/2>).22d<5/2>,"(3/2,5/2)*",3,7,,65806.94,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65807.9,,,                                           ,L5815
3s2.3p.(2P*<3/2>).22d<3/2>,"(3/2,3/2)*",1,3,,65808.80,,,                                           ,L5815
3s2.3p.(2P*<3/2>).24s<1/2>,"(3/2,1/2)*",1,3,,65811.24,,,                                           ,L5815
3s2.3p.(2P*<3/2>).23d<5/2>,"(3/2,5/2)*",3,7,,65826.36,,,                                           ,L5815
3s2.3p.nd,*,2,5,,65827.3,,,                                           ,L5815
3s2.3p.(2P*<3/2>).23d<3/2>,"(3/2,3/2)*",1,3,,65827.98,,,                                           ,L5815
3s2.3p.(2P*<3/2>).24d<5/2>,"(3/2,5/2)*",3,7,,65843.45,,,                                           ,L5815
3s2.3p.(2P*<3/2>).24d<3/2>,"(3/2,3/2)*",1,3,,65844.50,,,                                           ,L5815
3s2.3p.(2P*<3/2>).25d<5/2>,"(3/2,5/2)*",3,7,,65858.50,,,                                           ,L5815
3s2.3p.(2P*<3/2>).25d<3/2>,"(3/2,3/2)*",1,3,,65859.72,,,                                           ,L5815
3s2.3p.(2P*<3/2>).26d<5/2>,"(3/2,5/2)*",3,7,,65871.88,,,                                           ,L5815
3s2.3p.(2P*<3/2>).26d<3/2>,"(3/2,3/2)*",1,3,,65872.83,,,                                           ,L5815
3s2.3p.(2P*<3/2>).27d<5/2>,"(3/2,5/2)*",3,7,,65883.80,,,                                           ,L5815
3s2.3p.(2P*<3/2>).27d<3/2>,"(3/2,3/2)*",1,3,,65884.68,,,                                           ,L5815
3s2.3p.(2P*<3/2>).28d<3/2>,"(3/2,3/2)*",1,3,,65894.14,,,                                           ,L5815
3s2.3p.(2P*<3/2>).28d<5/2>,"(3/2,5/2)*",3,7,,65894.52,,,                                           ,L5815
3s2.3p.(2P*<3/2>).29d<5/2>,"(3/2,5/2)*",3,7,,65904.12,,,                                           ,L5815
3s2.3p.(2P*<3/2>).29d<3/2>,"(3/2,3/2)*",1,3,,65904.47,,,                                           ,L5815
3s2.3p.(2P*<3/2>).30d<5/2>,"(3/2,5/2)*",3,7,,65912.60,,,                                           ,L5815
3s2.3p.(2P*<3/2>).30d<3/2>,"(3/2,3/2)*",1,3,,65913.13,,,                                           ,L5815
3s2.3p.(2P*<3/2>).31d<3/2>,"(3/2,3/2)*",1,3,,65920.18,,,                                           ,L5815
3s2.3p.(2P*<3/2>).31d<5/2>,"(3/2,5/2)*",3,7,,65920.45,,,                                           ,L5815
3s2.3p.(2P*<3/2>).32d<5/2>,"(3/2,5/2)*",3,7,,65927.37,,,                                           ,L5815
3s2.3p.(2P*<3/2>).32d<3/2>,"(3/2,3/2)*",1,3,,65927.50,,,                                           ,L5815
3s2.3p.(2P*<3/2>).33d<5/2>,"(3/2,5/2)*",3,7,,65933.95,,,                                           ,L5815
3s2.3p.(2P*<3/2>).33d<3/2>,"(3/2,3/2)*",1,3,,65934.45,,,                                           ,L5815
3s2.3p.(2P*<3/2>).34d<5/2>,"(3/2,5/2)*",3,7,,65939.75,,,                                           ,L5815
3s2.3p.(2P*<3/2>).34d<3/2>,"(3/2,3/2)*",1,3,,65939.96,,,                                           ,L5815
3s2.3p.(2P*<3/2>).35d<3/2>,"(3/2,3/2)*",1,3,,65945.16,,,                                           ,L5815
3s2.3p.(2P*<3/2>).35d<5/2>,"(3/2,5/2)*",3,7,,65945.19,,,                                           ,L5815
3s2.3p.(2P*<3/2>).36d<5/2>,"(3/2,5/2)*",3,7,,65950.17,,,                                           ,L5815
3s2.3p.(2P*<3/2>).36d<3/2>,"(3/2,3/2)*",1,3,,65950.26,,,                                           ,L5815
3s2.3p.(2P*<3/2>).37d<5/2>,"(3/2,5/2)*",3,7,,65954.76,,,                                           ,L5815
3s2.3p.(2P*<3/2>).37d<3/2>,"(3/2,3/2)*",1,3,,65954.87,,,                                           ,L5815
3s2.3p.(2P*<3/2>).38d<5/2>,"(3/2,5/2)*",3,7,,65958.80,,,                                           ,L5815
3s2.3p.(2P*<3/2>).38d<3/2>,"(3/2,3/2)*",1,3,,65959.06,,,                                           ,L5815
3s2.3p.(2P*<3/2>).39d<5/2>,"(3/2,5/2)*",3,7,,65962.63,,,                                           ,L5815
3s2.3p.(2P*<3/2>).39d<3/2>,"(3/2,3/2)*",1,3,,65962.72,,,                                           ,L5815
3s2.3p.(2P*<3/2>).40d<3/2>,"(3/2,3/2)*",1,3,,65966.17,,,                                           ,L5815
3s2.3p.(2P*<3/2>).40d<5/2>,"(3/2,5/2)*",3,7,,65966.22,,,                                           ,L5815
3s2.3p.(2P*<3/2>).41d<5/2>,"(3/2,5/2)*",3,7,,65969.54,,,                                           ,L5815
3s2.3p.(2P*<3/2>).41d<3/2>,"(3/2,3/2)*",1,3,,65969.58,,,                                           ,L5815
3s2.3p.(2P*<3/2>).42d<5/2>,"(3/2,5/2)*",3,7,,65972.57,,,                                           ,L5815
3s2.3p.(2P*<3/2>).42d<3/2>,"(3/2,3/2)*",1,3,,65972.64,,,                                           ,L5815
3s2.3p.(2P*<3/2>).43d<5/2>,"(3/2,5/2)*",3,7,,65975.36,,,                                           ,L5815
3s2.3p.(2P*<3/2>).43d<3/2>,"(3/2,3/2)*",1,3,,65975.41,,,                                           ,L5815
3s2.3p.(2P*<3/2>).44d<5/2>,"(3/2,5/2)*",3,7,,65978.19,,,                                           ,L5815
3s2.3p.(2P*<3/2>).44d<3/2>,"(3/2,3/2)*",1,3,,65978.19,,,                                           ,L5815
3s2.3p.(2P*<3/2>).45d<3/2>,"(3/2,3/2)*",1,3,,65980.66,,,                                           ,L5815
3s2.3p.(2P*<3/2>).45d<5/2>,"(3/2,5/2)*",3,7,,65980.95,,,                                           ,L5815
3s2.3p.(2P*<3/2>).46d<5/2>,"(3/2,5/2)*",3,7,,65982.98,,,                                           ,L5815
3s2.3p.(2P*<3/2>).46d<3/2>,"(3/2,3/2)*",1,3,,65983.38,,,                                           ,L5815
3s2.3p.(2P*<3/2>).47d<5/2>,"(3/2,5/2)*",3,7,,65985.09,,,                                           ,L5815
3s2.3p.(2P*<3/2>).47d<3/2>,"(3/2,3/2)*",1,3,,65985.23,,,                                           ,L5815
3s2.3p.(2P*<3/2>).48d<5/2>,"(3/2,5/2)*",3,7,,65987.29,,,                                           ,L5815
3s2.3p.(2P*<3/2>).48d<3/2>,"(3/2,3/2)*",1,3,,65987.41,,,                                           ,L5815
3s2.3p.(2P*<3/2>).49d<5/2>,"(3/2,5/2)*",3,7,,65989.29,,,                                           ,L5815
3s2.3p.(2P*<3/2>).49d<3/2>,"(3/2,3/2)*",1,3,,65989.36,,,                                           ,L5815
3s2.3p.(2P*<3/2>).50d<5/2>,"(3/2,5/2)*",3,7,,65990.87,,,                                           ,L5815
3s2.3p.(2P*<3/2>).50d<3/2>,"(3/2,3/2)*",1,3,,65991.07,,,                                           ,L5815
3s2.3p.(2P*<3/2>).51d<5/2>,"(3/2,5/2)*",3,7,,65992.59,,,                                           ,L5815
3s2.3p.(2P*<3/2>).52d<5/2>,"(3/2,5/2)*",3,7,,65994.30,,,                                           ,L5815
3s2.3p.(2P*<3/2>).53d<5/2>,"(3/2,5/2)*",3,7,,65995.81,,,                                           ,L5815
3s2.3p.(2P*<3/2>).54d<5/2>,"(3/2,5/2)*",3,7,,65997.34,,,                                           ,L5815
3s2.3p.(2P*<3/2>).55d<5/2>,"(3/2,5/2)*",3,7,,65998.59,,,                                           ,L5815
3s2.3p.(2P*<3/2>).56d<5/2>,"(3/2,5/2)*",3,7,,66000.05,,,                                           ,L5815
Si II (3p 2P*<3/2>),Limit,---,,,66035.00,,,                                           ,L5815
3s.3p3,3S*,1,3,,79664.0,,, 100                                       ,L5815
3s.3p2.(4P).4s,5P,1,3,,81724.6,,,                                           ,L5815
3s.3p2.(4P).4s,5P,2,5,,81826.2,,,                                           ,L5815
3s.3p2.(4P).4s,5P,3,7,,81976.16,,,                                           ,L5815
3s.3p2.(4P).4p,3D*?,3,7,,92330,,,                                           ,L5815
3s.3p2.(4P).4p,3D*?,1,3,,92330,,,                                           ,L5815
3s.3p2.(4P).4p,3D*?,2,5,,92330,,,                                           ,L5815
3s.3p2.(4P).3d,5P,3,7,,94291.73,,,                                           ,L5815
3s.3p2.(4P).3d,5P,2,5,,94365.59,,,                                           ,L5815
3s.3p2.(4P).3d,5P,1,3,,94413.01,,,                                           ,L5815
3s.3p2.(4P).5p,3D*?,3,7,,100430,,,                                           ,L5815
3s.3p2.(4P).5p,3D*?,1,3,,100430,,,                                           ,L5815
3s.3p2.(4P).5p,3D*?,2,5,,100430,,,                                           ,L5815
